START,FrameNb:5000,,,
15,49.4,1,-6.75,20
16,49.4,1,-1,18
17,52.2,-10.8,8,18
18,55.4,1,-6.5,20
19,55.4,1,-1,17
20,61.4,3.8,-10,8
21,62.2,-0.2,2.5,10
22,76,-10.8,7.5,13
23,78.6,-10.8,6.5,10
24,78.6,-0.4,2.5,13
25,83.8,-10.8,8.75,12
26,85.4,-0.4,4.25,7
27,101.6,1.4,0.25,4
28,101.6,-10.4,17.25,15
29,110.2,-10.4,16.75,15
30,112.8,-11.6,7,8
31,112.8,-10.6,16.25,12
32,118.6,2,-0.25,17
33,121.2,2,-0.25,17
34,1024,2,-0.25,18
35,10.6,-10.6,-13.5,13
36,13.2,-10.6,-9.75,15
37,15.4,-10.6,-8,15
38,16.6,-10.6,-7.25,14
39,19.4,0.2,1.25,16
40,20.2,3.4,14.5,0
41,20,5.8,-35.25,0
42,20.8,0.2,1,15
43,22,3.4,10.75,7
44,23.4,-11,-4,0
45,21.6,0.2,1.75,15
46,22.4,0.2,1.75,16
47,23.4,0.2,0.75,13
48,24.2,0.2,1.75,13
49,26.2,0.2,2.5,12
50,26.4,-10,25.25,10
51,27,0.2,2.75,13
52,27.8,0.2,2.5,15
53,28.8,0.2,2.75,14
54,30.8,-10.2,24,14
55,33.2,-11,-3,14
56,35.4,4.6,-13.25,9
57,39,0.2,2.25,12
58,40.2,-11,-2,15
59,41.4,-1.4,7,12
60,42,-1.4,6,11
61,44,1,12.75,15
62,47.8,-10.4,22.5,11
63,47.8,-11,-1.75,12
64,49.2,1,-4.25,13
65,51.6,-11,9.75,11
66,52.8,1,-4,13
67,54.6,1,-3.25,12
68,61.2,4,-12.25,13
69,77.4,-0.2,3.5,12
70,78.8,-0.4,4,11
71,79.4,-0.4,4,13
72,86.4,6,-8.75,13
73,92.6,-10.4,20.5,12
74,96.6,-10.4,20,12
75,98.8,-10.4,19.5,13
76,99.4,-10.4,18.25,11
77,100.4,-10.4,18.5,11
78,101,-10.4,20.25,12
79,102.4,-10.4,18,12
80,102.8,-10.4,18,12
END,Total:81,,,
START,FrameNb:5431,,,
2020/08/09 14:15:58:919,,,,
1.60E+12,,,,
0,19.6,0,-0.75,20
1,19.6,0,6.75,19
2,19.6,-10.8,-6.5,0
3,19.6,-10.8,-1,0
4,20.4,3.4,11.5,0
5,28.2,0,0,20
6,30,-10.2,22.5,10
7,30,-10.2,27.75,8
8,32.4,-10.8,-6.25,14
9,32.4,-10.8,-2,11
10,35.8,4.4,-15,13
11,40,0.2,-0.75,18
12,40,0.2,7,17
13,41.8,-1.4,4.25,18
14,41.8,-1.4,12.25,16
15,44.4,0.8,11.5,14
16,44.4,0.8,17.5,11
17,47.8,-10.8,-2.75,15
18,47.8,-10.8,2.75,13
19,49.4,1,-6.5,19
20,61.4,4,-10,8
21,62.2,-0.4,2.5,10
22,75.2,-12.6,7.75,7
23,76,-10.8,7.5,13
24,78.6,-10.8,6.5,10
25,78.6,-0.4,2.5,13
26,80.2,-0.4,5.75,13
27,83.8,-10.8,8.75,12
28,86.2,5.8,-6.5,7
29,88,-11.2,23.5,6
30,101.6,-10.4,17.25,15
31,110.2,-10.4,16.75,15
32,112.8,-11.6,7,8
33,112.8,-10.4,16.25,12
34,118.6,2,-0.25,17
35,121.2,2,-0.25,17
36,200.6,4.4,-1.25,9
37,1024,-10.6,-8,15
38,11.8,-10.6,-10.25,12
39,13.2,-10.6,-9,13
40,15.4,-10.6,-8.25,12
41,16.6,-10.6,-8.25,15
42,19.4,0.2,1.25,16
43,20.8,0.2,1,16
44,20.2,3.4,12.75,0
45,21.2,3.4,12,13
46,20.4,6,-35.5,1
47,21.6,0.2,3.25,15
48,22.4,0.2,2.5,16
49,22.8,3.4,12.25,0
50,21.8,-11,-3.5,0
51,23.4,0.2,1.75,15
52,24,0.2,2.25,16
53,23.8,-10.8,-4.75,2
54,25,0.2,2.25,15
55,26.2,0.2,2,14
56,26,-10,25.75,11
57,27,0.2,3.25,13
58,28.4,0.2,2,16
59,30.2,-10.2,24.5,15
60,32.4,-11,-3,15
61,35.6,4.4,-13.5,13
62,37.4,4.6,-13.25,11
63,40,-11,-1.75,15
64,39.4,0.2,1.75,10
65,41.2,-1.4,6.5,12
66,41.6,-1.4,5.75,11
67,44.2,1,13,14
68,47.4,-11,-1.5,14
69,49,1,-4.25,14
70,49.4,1,-6,14
71,51,-11,10,12
72,52.6,-11,-1.25,13
73,51.4,1,-4.5,10
74,53.4,-8.8,39.5,13
75,53.4,1,-4,14
76,55.2,1,-3.75,11
77,61.4,4,-11,13
78,62.2,-0.4,-1.25,12
79,78.4,-0.4,4.25,12
80,79.2,-0.4,4.75,10
81,79.8,-0.4,4.5,13
82,86.8,6,-8,10
83,93.8,-10.4,20.75,12
84,97,-10.4,20,12
85,98,-10.4,19.75,14
86,98.8,-10.4,18.75,12
87,99.6,-10.4,19.5,13
88,100,-10.4,19.75,12
89,100.6,-10.4,18.25,13
90,101.2,-10.4,20.25,12
91,102,-10.4,19.25,13
END,Total:92,,,
START,FrameNb:5432,,,
2020/08/09 14:15:58:979,,,,
1.60E+12,,,,
0,19.6,0,-0.75,20
1,19.6,0,6.75,19
2,19.6,-10.8,-6.5,0
3,19.6,-10.8,-1,0
4,20.4,3.4,11.5,0
5,28.2,0,0,20
6,30,-10,22.5,10
7,30,-10,27.75,8
8,32.4,-10.8,-6.25,14
9,32.4,-10.8,-2,11
10,35.8,4.4,-15,13
11,40,0.2,-0.75,18
12,40,0.2,7,17
13,41.8,-1.4,4.25,18
14,41.8,-1.4,12.25,16
15,47.8,-10.8,-2.75,15
16,47.8,-10.8,2.75,13
17,49.4,1,-6.5,19
18,52,1,-6.5,15
19,52,1,1,12
20,58.2,-10.8,6.5,18
21,61.4,4,-9.75,11
22,72.6,-10.8,8.25,9
23,74.4,-10.8,6.5,11
24,76.8,-10.8,7.5,14
25,79.4,-0.4,4.75,16
26,82.8,-10.8,8.25,13
27,87,6,-8,9
28,93,5,9.75,12
29,97.4,-10.4,19,13
30,104.2,-10.4,18.5,11
31,108.4,-10.4,17.25,11
32,112,-10.4,17.25,11
33,119.4,2,-0.75,16
34,147.8,-10.6,15,10
35,194.6,4.4,-2.5,12
36,1024,4.4,-1.25,9
37,11.6,-10.6,-10.25,11
38,13.2,-10.6,-8.75,14
39,14.2,-10.6,-8.75,14
40,15.2,-10.6,-9.5,15
41,19,0.2,1.5,16
42,20,0.2,1.25,16
43,20.2,3.4,12.25,12
44,21,0.2,3,16
45,20.8,6,-34.25,0
46,21,3.4,12.5,0
47,21.6,0.2,1.75,16
48,22.4,0.2,3.25,15
49,22,3.4,11.75,0
50,23,0.2,3.75,16
51,22.2,-10.8,-4.25,0
52,23,3.4,10.25,2
53,24,0.2,0.25,15
54,23.6,3.4,11.25,4
55,24.6,0.2,2.25,14
56,25.6,0.2,1.75,12
57,26.8,0.2,3,13
58,27.4,0.2,3,13
59,28.4,0.2,2.5,15
60,29.6,-10,25,12
61,31.6,-11,-2.75,13
62,36,4.2,-12.5,10
63,39.2,-11,-1.75,14
64,40,0.2,1.75,10
65,41.2,-1.4,6.25,13
66,46.6,-11,-1.75,12
67,49.2,1,-4.75,14
68,49.8,1,-6.25,9
69,52.2,1,-3.75,12
70,52.8,-8.8,40.25,12
71,54.6,1,-3.25,13
72,55.8,1,-4.75,13
73,57.2,-11,8.25,13
74,61.6,4,-10.75,10
75,78.4,-0.4,4,13
76,79.2,-0.4,4.25,11
77,79.8,-0.4,5,13
78,87.2,6,-7,10
79,95.6,-10.4,21.25,14
80,96.8,-10.4,19.5,13
81,98,-10.4,20,14
82,98.8,-10.4,19.75,14
83,99.6,-10.4,20.75,12
84,100.2,-10.4,19.25,13
85,100.8,-10.4,18.75,13
86,102.6,-10.4,18.5,11
END,Total:87,,,
START,FrameNb:5433,,,
2020/08/09 14:15:59:035,,,,
1.60E+12,,,,
0,19.6,0,-0.25,20
1,19.6,0,5,18
2,20.4,3.4,9.75,0
3,22.2,-10.8,-8,0
4,22.2,-10.8,-2.25,0
5,28.2,0,0.75,19
6,30.8,-10.8,-5.5,19
7,30.8,-10.8,1.5,17
8,40,0.2,-0.25,19
9,40,0.2,7,17
10,41.8,-1.4,4.5,14
11,49.4,1,-6.75,18
12,52,1,-6.25,15
13,56.2,1,-7.75,10
14,56.2,1,1,9
15,56.4,-10.8,6.75,19
16,56.4,-10.8,14.25,17
17,72.6,-10.8,8.25,9
18,74.4,-10.8,6.5,11
19,79.4,-0.4,4.75,16
20,82.8,-10.8,8.25,13
21,86.2,-0.4,3,11
22,87,6,-8,9
23,93,5,9.75,12
24,97.4,-10.4,19,13
25,104.2,-10.4,18.5,11
26,108.4,-10.4,17.25,11
27,111.8,1.4,-2.5,7
28,112,-10.4,17.25,11
29,116.2,-10.6,16,11
30,119.4,2,-0.75,16
31,147.8,-10.6,15,10
32,1024,-10.4,17.25,11
33,11.6,-10.6,-10,12
34,12.4,-10.6,-9,15
35,14,-10.6,-9.75,14
36,15.8,-10.8,-7.25,12
37,19.4,0.2,1.75,16
38,20.4,3.4,11.75,13
39,21.2,6,-34,0
40,20.8,0,0.75,17
41,21.4,3.4,12,1
42,22.4,-10.8,-5.5,12
43,21.6,0.2,2.75,16
44,22.4,0,3.25,16
45,23,3.4,10.5,2
46,26.4,0.2,1.25,16
47,29,-10,25.75,14
48,28,0.2,2.5,16
49,31,-11,-3.25,14
50,36.4,4.2,-12.5,14
51,38.6,-11,-2,14
52,40,0.2,2.25,13
53,41.4,-1.4,6.25,12
54,46,-11,-1.75,13
55,49.6,1,-5.75,14
56,52.2,-8.8,40.25,12
57,51.2,1,-5,11
58,52.2,1,-4,11
59,54,1,-3.25,10
60,55.8,1,-5.25,11
61,56.4,-11,8.5,14
62,61.8,4,-10.5,13
63,63.2,-9.6,32.75,11
64,78.4,-0.4,3.75,12
65,79.6,-0.4,4.5,13
66,87.4,6,-8,9
67,96.4,-10.4,20,13
68,97.2,-10.4,19.75,14
69,97.8,-10.4,20,13
70,98.4,-10.4,20,13
71,99.2,-10.4,20.25,13
72,100.2,-10.4,19.25,14
73,101.2,-10.4,18.75,13
74,104.2,-10.4,18,11
75,106,-10.6,18,10
76,106.8,10.6,-8.5,7
END,Total:77,,,
START,FrameNb:5434,,,
2020/08/09 14:15:59:095,,,,
1.60E+12,,,,
0,14.6,-10.6,-12.5,16
1,19.6,0,-0.25,20
2,19.6,0,5,18
3,20.4,3.6,9.75,0
4,22.2,-10.8,-8,0
5,22.2,-10.8,-2.25,0
6,28.2,0,0.75,19
7,38.4,-10.8,-4.25,19
8,49.4,1,-6.75,18
9,52,1,-6.25,15
10,56.2,1,-7.75,10
11,56.2,1,1,9
12,56.4,-10.8,6.75,19
13,56.4,-10.8,14.25,17
14,62.2,-0.6,1.75,11
15,71,-10.8,9.25,13
16,75.2,-10.8,9.75,7
17,77.6,-0.4,3.75,14
18,80.2,-0.4,5.25,15
19,82,-10.8,8.75,11
20,87,-0.4,3,12
21,87.8,6,-7.5,11
22,93.8,5,10,12
23,96.6,-10.4,-10,14
24,101.6,1.4,-3,10
25,105,-10.4,18.5,12
26,109.4,-10.4,16.25,15
27,118.8,-10.6,16,13
28,119.4,2,-1.75,15
29,121.2,2,0,16
30,146,-10.6,16,12
31,1024,-10.6,15,10
32,11.6,-10.6,-9,13
33,12.8,-10.6,-10.5,14
34,15,-10.6,-9.5,12
35,20,0.2,1.75,16
36,21.2,0,1.5,14
37,20.8,3.4,12.25,9
38,21.8,-11,-5.75,0
39,22,0.2,1.5,16
40,21.6,6,-33.5,0
41,22.8,0,3.75,15
42,22.6,3.4,11,0
43,24.2,3.4,11.75,7
44,27.6,0.2,2.5,15
45,28.2,-10,26.25,12
46,28.8,0.2,2.75,15
47,36.6,4.2,-12.5,11
48,38,-11,-2.5,14
49,41.2,-1.4,6.5,11
50,44.2,1,14.25,15
51,45.6,-11,-1.75,12
52,49.4,1,-5,10
53,51,1,-5.25,12
54,51.4,1,-5,13
55,51.8,-8.6,41,11
56,55.8,-11,8.75,13
57,54.6,1,-4.25,12
58,62.6,-9.4,33,12
59,79,-0.4,4.5,10
60,86.6,-10.4,21.75,12
61,87.8,6,-8.75,12
62,91,-10.4,20,12
63,95.6,-10.4,20.25,12
64,96.2,-10.4,20.5,14
65,96.8,-10.4,20,14
66,97.8,-10.4,19.75,14
67,98.4,-10.4,19,14
68,99.4,-10.4,19.25,14
69,100.6,-10.4,18.75,14
70,104.2,-10.4,18.5,10
71,105.4,-10.6,18.5,11
END,Total:72,,,
START,FrameNb:5435,,,
2020/08/09 14:15:59:148,,,,
1.60E+12,,,,
0,12.8,-10.6,-13.5,15
1,19.6,0,-0.75,20
2,19.6,0,6.75,18
3,21.2,3.6,11.5,5
4,22.2,-10.8,-6.5,0
5,22.2,-10.8,0.5,0
6,28.2,0,1.25,20
7,36.6,4.4,-13.75,12
8,37.6,-11,-4.5,12
9,37.6,-11,1,10
10,41.8,-1.4,4.25,10
11,41.8,-1.4,11.75,7
12,49.4,1,-5.75,17
13,55.4,1,-4.5,11
14,55.6,-10.8,7.5,18
15,55.6,-10.8,13.25,16
16,62.2,4,-10,12
17,62.2,-0.6,1.75,11
18,68.4,-10.8,9.75,10
19,75.2,-10.8,9.75,7
20,77.6,-0.6,3.75,14
21,82,-10.8,8.75,11
22,87.8,6,-7.5,11
23,93.8,5,10,12
24,96.6,-10.4,-10,14
25,101.6,1.4,-3,10
26,105,-10.4,18.5,12
27,109.4,-10.4,16.25,15
28,118.8,-10.6,16,13
29,119.4,2,-1.75,15
30,121.2,2,0,16
31,129,-10.6,13.25,10
32,1024,-10.6,-9,13
33,12.2,-10.6,-10.5,14
34,20,0,1.75,17
35,21.2,-11,-6,10
36,21,0,2.5,16
37,21.2,3.6,13.5,9
38,21.6,0,1,17
39,22,6,-33.5,4
40,22.4,0,3.25,16
41,23.2,0,2.25,18
42,23.4,3.6,10,7
43,24.2,0,2.25,17
44,27.6,-10,27,14
45,27.6,0,3.75,13
46,28.4,0,2.5,17
47,29.2,0,2.5,13
48,36.8,4.2,-12.25,13
49,37.4,-11,-2,8
50,41,-1.4,6.75,12
51,41.4,-1.4,6,11
52,49.2,1,-4,14
53,49.8,1,-6.75,12
54,50.4,1,-7.75,14
55,55.2,-11,9,14
56,55.6,1,-4.25,10
57,61,-9.2,34,12
58,79.6,-0.4,5,11
59,86.4,-10.4,22,12
60,88.6,-10.4,20.25,12
61,88.2,6,-8,11
62,90,-10.4,21.75,10
63,95,-10.4,21,13
64,96,-10.4,20.75,14
65,96.8,-10.4,20.25,12
66,97.8,-10.4,19,12
67,98.4,-10.4,19.5,12
68,99,-10.4,19.25,12
69,100,-10.4,18.75,12
70,103.6,-10.6,18.5,12
71,105.6,-10.6,18.25,12
END,Total:72,,,
START,FrameNb:5436,,,
2020/08/09 14:15:59:211,,,,
1.60E+12,,,,
0,12.8,-10.6,-13.5,15
1,19.6,0,-0.75,20
2,19.6,0,6.75,18
3,21.2,3.6,11.5,5
4,22.2,-10.8,-6.5,0
5,22.2,-10.8,0.5,0
6,28.2,0,1.25,20
7,30,-10.8,-6.25,18
8,30,-10.8,2,16
9,37.6,-11,-4.5,12
10,37.6,-11,1,10
11,49.4,1,-5.75,17
12,50.4,-10.8,-4,8
13,55.4,1,-4.5,11
14,55.6,-10.8,7.5,18
15,55.6,-10.8,13.25,16
16,62.2,4,-10.5,12
17,62.2,-0.8,-1.25,8
18,67.4,-10.8,11,11
19,72.6,-10.8,8.25,14
20,80.2,-0.6,3.75,16
21,88.6,6,-7.5,13
22,93.8,5,-0.25,13
23,101.6,1.4,-1.75,9
24,110.2,-10.6,16.75,15
25,119.6,-10.6,16,15
26,121.4,-10.8,7.75,8
27,122,2,-0.75,13
28,1024,-10.6,16,13
29,12.6,-10.6,-12.25,11
30,19.4,0,2,17
31,20.4,0,2.5,17
32,20.4,-10.8,-6.25,0
33,21.2,0,1.75,17
34,21.4,3.8,13.5,5
35,22,0,3,17
36,22.8,0,1.75,17
37,23,3.8,12,1
38,23.6,0,1.5,17
39,24.6,0,3.75,14
40,26.4,0,3.75,13
41,27.2,-10,27.75,15
42,28.4,0,2.5,18
43,29.2,-11,-5,13
44,29.2,0,2.75,11
45,36.6,-11,-2,14
46,40.8,-1.6,6.5,12
47,41.4,-1.6,6.5,10
48,49.6,-11,-2,10
49,49.6,1,-3.5,12
50,50.2,1,-8,13
51,51.6,1,-6.5,9
52,54.6,-11,9.25,14
53,55,-10.4,22,12
54,55.6,1,-4.25,13
55,79,-0.6,5.25,10
56,86.8,-10.4,22.5,13
57,87.8,-10.4,22.25,12
58,89,-10.4,22.25,11
59,91.8,-10.4,21.5,11
60,94.4,-10.4,21,12
61,95.2,-10.4,20.5,14
62,96.8,-10.4,20,13
63,97.8,-10.4,19,12
64,98.8,-10.4,20,12
65,103,-10.6,18.25,13
66,105,-10.6,17.75,11
END,Total:67,,,
START,FrameNb:5437,,,
2020/08/09 14:15:59:269,,,,
1.60E+12,,,,
0,19.6,0,3.25,19
1,19.6,0,-3.25,18
2,19.6,-10.8,-8.75,0
3,19.6,-10.8,-3,0
4,21.2,3.6,9.75,10
5,26.4,-10,27.75,9
6,28.2,0,2.25,17
7,43.6,-10.8,-4.75,16
8,43.6,-10.8,3,14
9,44.4,0.8,12.75,19
10,44.4,0.8,21,17
11,50.4,1,-9.75,18
12,50.4,1,-5.5,16
13,53.8,-10.8,7.5,20
14,53.8,-10.8,13.25,17
15,55.4,1,-6,18
16,62.2,4,-10.5,12
17,62.2,-0.8,-1.25,8
18,67.4,-10.8,11,11
19,72.6,-10.8,8.25,14
20,74.4,-10.8,7.5,16
21,77.8,-10.8,6,11
22,80.2,-0.6,3.75,16
23,88.6,6,-7.5,13
24,93.8,5,-0.25,13
25,101.6,1.4,-1.75,9
26,110.2,-10.6,16.75,15
27,119.6,-10.6,16,15
28,121.4,-10.8,7.75,8
29,122,2,-0.75,13
30,144.4,-10.6,11.75,10
31,195.4,4.4,-0.75,14
32,202.4,4.4,-0.75,9
33,1024,0,1.75,17
34,12,-10.6,-12.75,13
35,13.4,-10.8,-7.75,12
36,19,-10.8,-5.75,12
37,19.4,0,2.5,21
38,20.8,0,2.75,17
39,21.4,3.8,12,10
40,21.8,0,2.75,20
41,22.2,0,2,18
42,23.2,3.8,11.75,8
43,23.4,0,1.5,18
44,24,0,3.5,18
45,26.6,-10,28.25,14
46,25.4,0,4.25,10
47,26.6,0,2.5,20
48,28.4,0,2.25,18
49,29.2,0,2.25,12
50,36,-11,-2,15
51,40.8,-1.6,6.25,13
52,43.6,-11,-1.75,11
53,44.8,1,17.25,13
54,49.8,1,-3.75,14
55,50.4,1,-8.25,14
56,52.8,1,-4,12
57,54,-11,9.25,15
58,54.4,-10.4,22.25,13
59,55.8,1,-4,14
60,78.4,-0.6,5,11
61,85.8,-10.4,22.75,12
62,87.6,-10.4,22,14
63,90.4,-10.4,22,12
64,92.4,-10.4,21.5,12
65,94.2,-10.4,21.25,14
66,95,-10.6,-66.75,12
67,95,-10.4,20.25,12
68,97.6,-10.4,19.25,11
69,100.2,-10.4,19.75,10
70,102.4,-10.4,19.5,12
71,103.6,-10.6,17.75,12
72,105.2,-10.6,17.75,12
END,Total:73,,,
START,FrameNb:5438,,,
2020/08/09 14:15:59:335,,,,
1.60E+12,,,,
0,19.6,0,3.25,19
1,19.6,0,-3.25,18
2,19.6,-10.8,-8.75,0
3,19.6,-10.8,-3,0
4,21.2,3.8,9.75,10
5,22.2,0,0.25,19
6,26.4,-9.8,27.75,9
7,28.2,0,2.25,17
8,37.4,4.4,-15.25,18
9,37.4,4.4,-9,16
10,40,0,-0.25,20
11,40,0,8,18
12,44.4,1,12.75,19
13,44.4,1,21,17
14,50.4,1,-9.75,18
15,50.4,1,-5.5,16
16,53.8,-10.8,7.5,20
17,53.8,-10.8,13.25,17
18,55.4,1,-6,18
19,62.2,-1,2,12
20,63,4,-9.75,10
21,65,-10.8,8.75,8
22,67.4,-10.8,10,15
23,72.6,-10.8,9.25,11
24,76.8,-0.6,3.75,10
25,78.6,-10.8,8.25,11
26,78.6,-0.6,5.25,15
27,82,-0.6,4.25,12
28,89.6,6,-8.75,14
29,94.6,5,-4.25,8
30,101.6,1.4,-1.25,7
31,101.6,-10.4,18.5,14
32,109.4,-10.6,16.75,15
33,120.4,-10.8,7.75,9
34,122,2,-0.25,10
35,141.8,-10.6,11.5,13
36,158,-10.6,13.25,9
37,196.4,4.4,-1.75,14
38,202.4,4.4,0.25,8
39,1024,3.8,12,10
40,11.4,-10.6,-13.25,16
41,12.6,-10.6,-12,9
42,13,-10.8,-7.75,12
43,16.2,-10.8,-7.5,10
44,17,-10.8,-5.5,10
45,18.2,-11,-6,14
46,20,0,2.25,20
47,21.2,0,3,20
48,22,0,3,17
49,21.6,3.8,11.5,12
50,23,0,2.25,18
51,23,6,-31.5,3
52,23.8,0,0.5,16
53,23.8,3.8,9.75,11
54,23.6,6,-33.25,2
55,24.4,0,3.75,18
56,26,0,5,6
57,26,-9.8,29.5,13
58,28,0,2.25,21
59,35.4,-11,-2,15
60,37.6,4.4,-12,14
61,40,0.2,2,15
62,44.8,1,17,14
63,45.8,1,15.25,13
64,49.8,1,-5,14
65,51.6,1,-5.75,6
66,53.4,-11,9.25,14
67,53.8,-10.4,22.5,13
68,54.2,1,-3.75,12
69,55.8,1,-4.25,14
70,78.4,-0.6,4.5,12
71,79.8,-0.6,5.5,13
72,84.8,-10.4,23,13
73,87.4,-10.4,21.5,10
74,89.4,6.2,-8.75,12
75,92.4,-10.4,21.5,13
76,93.2,-10.4,21.25,11
77,94.6,-10.4,20.75,13
78,95.8,-10.4,20.75,13
79,98,-10.4,19.5,13
80,100,-10.4,19.75,13
81,101.4,-10.4,19.25,13
82,102.4,-10.6,18.5,13
83,104.6,-10.6,18.25,12
END,Total:84,,,
START,FrameNb:5439,,,
2020/08/09 14:15:59:399,,,,
1.60E+12,,,,
0,17.2,-10.8,-8,20
1,17.2,-10.8,0.25,18
2,19.6,0,-0.75,21
3,19.6,0,7,19
4,22,3.8,9.75,10
5,26.4,-10.8,-5.75,8
6,26.4,-10.8,2.25,7
7,28.2,0,0,21
8,28.2,0,8.75,19
9,34.2,-10.8,-4.5,19
10,34.2,-10.8,3,17
11,38.4,4.4,-14.75,14
12,38.4,4.4,-7,13
13,39.2,0,0,14
14,39.2,0,8.5,13
15,44.4,-10.8,-3.75,5
16,45.2,1,13,20
17,47.8,-10.8,-3.5,17
18,47.8,-10.8,4.5,15
19,49.4,1,-6.5,18
20,49.4,1,-1,16
21,56.2,1,-7.5,19
22,56.2,1,-0.75,17
23,63,4,-9.75,10
24,65,-10.8,8.75,8
25,72.6,-10.8,9.25,11
26,76.8,-0.2,1.75,7
27,78.6,-10.8,8.25,11
28,78.6,-0.6,5.25,15
29,82,-0.6,4.25,12
30,83.8,-11.2,28,9
31,85.2,4.8,-7,7
32,89.6,6.2,-8.75,14
33,89.8,-10.8,9.25,9
34,94.6,5,-4.25,8
35,101.6,1.4,-1.25,7
36,102.4,0,16.75,9
37,104.2,-10.4,18.5,14
38,109.4,-10.6,16.75,15
39,114.4,-10.6,15.5,11
40,122,2,-0.25,10
41,141.8,-10.6,11.5,13
42,196.4,4.4,-1.75,14
43,1024,-10.8,-7.5,10
44,10.6,-10.4,-14.75,15
45,15,-10.8,-6,12
46,16.8,-10.8,-7.75,13
47,19.4,0,1.75,21
48,18.2,-11,-4.75,0
49,20.4,0,2.5,23
50,21.6,0,2,23
51,21.8,3.8,11.25,14
52,22.8,0,3.75,19
53,23.4,0,0.25,16
54,23.6,3.8,10.75,11
55,23.2,6,-30.75,8
56,24,0,2.25,20
57,25.2,0,5,8
58,25.4,-9.8,30.25,15
59,26.8,0,2.5,14
60,27.2,-11,-5.5,12
61,34.8,-11,-2,15
62,37.8,4.6,-12.25,12
63,39.4,0,2,13
64,40.2,0.2,2.5,10
65,44.6,1,14.5,14
66,45.4,1,16,14
67,46.2,1,15.25,12
68,47.4,-11,-2.75,10
69,49.2,-8.4,44,10
70,50,1,-5.25,14
71,51.8,1,-4.5,12
72,53.2,-10.4,22.75,14
73,55.4,1,-3.75,13
74,56.4,1,-5.75,14
75,63.4,4,-10,14
76,78.4,-0.6,4.5,14
77,79.6,-0.6,5.75,10
78,85.6,-10.4,23.25,12
79,88.6,-10.4,22.25,12
80,89.8,6.2,-8.25,12
81,93,-10.4,21,14
82,94.2,-10.4,21,13
83,95.2,-10.4,20.5,13
84,96,-10.4,21.75,13
85,97.2,-10.4,19.75,13
86,98,-10.4,20,12
87,99.2,-10.6,19.25,13
88,100.8,-10.6,18.5,11
89,101.8,-10.6,19.5,10
90,104,-10.6,19,12
END,Total:91,,,
START,FrameNb:5440,,,
2020/08/09 14:15:59:465,,,,
1.60E+12,,,,
0,17.2,-10.8,-8,20
1,17.2,-10.8,0.25,18
2,19.6,0,-0.75,21
3,19.6,0,7,19
4,22,3.8,9.75,10
5,26.4,-11,-5.75,8
6,26.4,-11,2.25,7
7,28.2,0,0,21
8,28.2,0,8.75,19
9,34.2,-10.8,-4.5,19
10,34.2,-10.8,3,17
11,38.4,4.4,-14.75,14
12,38.4,4.4,-7,13
13,39.2,0,0,14
14,39.2,0,8.5,13
15,44.4,-10.8,-3.75,5
16,45.2,1,13,20
17,47.8,-11,-3.5,17
18,47.8,-11,4.5,15
19,49.4,1,-6.5,18
20,49.4,1,-1,16
21,52.8,1,-6.25,11
22,52.8,1,1.75,10
23,64,4,-9.25,14
24,67.4,-10.8,8.25,13
25,72.6,-10.8,8.25,14
26,75.2,-10.8,8.25,13
27,76,-0.2,2.5,13
28,77.6,-0.6,4.75,16
29,84.4,-0.6,4.25,11
30,86.2,4.8,-8,12
31,90.4,6.2,-7.5,14
32,94.8,-10.4,20.25,14
33,95.6,5,-2,9
34,102.4,0,15,4
35,102.4,1.4,0,10
36,103.4,-10.4,18,15
37,109.4,-10.6,17.25,14
38,112,-10.6,17.25,12
39,115.4,-10.6,16.25,10
40,122,2,-2.5,7
41,142.6,-10.6,16.25,11
42,164.8,-10.6,13.75,12
43,196.4,4.2,-1.75,10
44,1024,-10.4,-14.75,15
45,11,-10.6,-13.5,11
46,15.2,-10.8,-5.5,11
47,16.8,-11,-7.5,13
48,17.8,-11,-5.5,11
49,19.2,0,1.75,22
50,20,0,2.75,23
51,21.2,0,2.5,23
52,22.2,0,3.25,23
53,22,3.8,11.25,12
54,22.8,0,2,19
55,23.4,3.8,12,8
56,23.6,0,1,21
57,23.6,6,-30,4
58,24.2,3.8,10,5
59,24.6,-9.8,30.75,14
60,24.6,0,3.5,2
61,25.4,0,3.25,11
62,26.4,-11,-5.25,13
63,27.4,0,3,15
64,34.2,-11,-2,14
65,38.4,4.6,-12.5,13
66,39.6,0,1.5,14
67,41.6,-11,-2.25,11
68,40.8,0.2,2.25,10
69,44.6,1,14.75,15
70,45.8,1,16.5,11
71,46.8,-11,-2,11
72,50.2,1,-5.25,14
73,52.4,-10.4,23,14
74,55.4,1,-3.25,14
75,56.4,1,-5.75,14
76,63.6,4,-9.75,14
77,78,-0.6,5.25,12
78,86.2,-10.4,22.75,13
79,86,4.8,-7,10
80,88.8,-10.4,22.75,12
81,90.2,6.2,-8,14
82,91.8,-10.4,20.75,12
83,93,-10.4,21.25,14
84,93,-10.6,-10.5,13
85,95,-10.4,20.75,13
86,95.8,-10.4,21.5,9
87,96.8,-10.4,19.75,13
88,97.8,-10.4,20.25,13
89,99.6,-10.6,19.25,13
90,100.4,-10.6,18.75,12
91,101.8,-10.6,19,11
92,103.4,-10.6,19,13
93,107,10.6,-8.75,8
END,Total:94,,,
START,FrameNb:5441,,,
2020/08/09 14:15:59:529,,,,
1.60E+12,,,,
